,Date,Tweet Id,Content,Username,LikeCount,retweetCount,source
73,2019-12-16 02:30:21+00:00,1206401145922441216,@JoseAzBaby #33000raven #weirdday because I have CRAYZYYYYY DREAMS that feel like reality then when I wake up my whole day is weird,ravensymone,8,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
74,2019-12-16 02:27:34+00:00,1206400443347111938,@lalajackson29 #33000raven I’d love to work with #meshellndegeocello #santagold #spzrkt #badbunny,ravensymone,13,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
75,2019-12-16 02:23:41+00:00,1206399467915636736,@jaynavelente #33000raven so the distinction between me before and me now is clear and clean,ravensymone,9,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
76,2019-12-16 02:23:06+00:00,1206399319491801088,@YallaTheSinger #33000raven so happy you love #weirdday it was written by @SamHookOfficial and myself and produced by @ajjenkinsmusic AJ will join us on insta!,ravensymone,6,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
77,2019-12-16 02:21:35+00:00,1206398939580076034,@Nonchalant1814 #33000raven Doing the masked singer jumpstarted my love for performing... and the music that I was doing undercover and listening to is in this vein. But when I tried to do it on the other albums the suits didn’t think people would understand.,ravensymone,13,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
78,2019-12-16 02:20:09+00:00,1206398576751861761,#33000raven @AustinBrown was one of the producers on the project! We have known each other since we were 14. He would love to be asked questions too.,ravensymone,61,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
79,2019-12-16 02:18:34+00:00,1206398179849076738,@eatingclay #33000raven #undecided is about moving laterally and vertiacally in the relationship I’m in now!,ravensymone,13,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
80,2019-12-16 02:17:16+00:00,1206397853427367936,"@lifeoftheperry #33000raven I wanted to make sure I loved music again, the @MaskedSingerFOX, and friends! Mostly Friends!",ravensymone,13,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
81,2019-12-16 02:16:32+00:00,1206397666155888641,@KimmYtron1 #33000raven yes I will because the meaning of that one is so layered. Child angst and puberty that I wasn’t able to go through because of the industry.,ravensymone,22,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
82,2019-12-16 02:15:27+00:00,1206397395975561216,@BraazyFaith #33000raven I will be doing visuals but Sean’s 4 of @RavensHome is in production so my time and travel is limited,ravensymone,5,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
83,2019-12-16 02:14:30+00:00,1206397154610184192,@Charleszyy #33000raven answered but I like what the numbers can do. 33000303003003030003030030030300033. I like maleable things,ravensymone,5,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
84,2019-12-16 02:12:57+00:00,1206396768155357185,@douglasvaasquez #33000raven personal spiritual resurrection,ravensymone,10,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
85,2019-12-16 02:12:19+00:00,1206396607144398848,@xy_andzee #33000raven I did do the cover album,ravensymone,10,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
86,2019-12-16 02:09:28+00:00,1206395888773386240,"@eatingclay #33000raven I love matcha, my partner makes it old school 3 times a week",ravensymone,11,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
87,2019-12-16 02:07:16+00:00,1206395336899481600,@chloeis__ #33000raven Yes While I was in the studio creating this we did so much more music. So it’s just waiting for y’all to really want it.,ravensymone,22,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
88,2019-12-16 02:06:34+00:00,1206395158591262721,@Lainy_PopVP #33000raven Thank you for the support!!!! Xoxo,ravensymone,6,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
89,2019-12-16 02:06:11+00:00,1206395062403260416,@lalajackson29 #33000raven I go between all 4 it depends on the vibe of the day/moment,ravensymone,8,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
90,2019-12-16 02:05:35+00:00,1206394911009857536,@R_Pocahontas #33000raven #weirdday is about sleep paralysis (hehe),ravensymone,12,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
